DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,Label
177.902,144.308,86.091,19.597,3.004,19.597,102.207,3.35,-1.393,0
124.18,12.281,81.56,28.239,2.951,26.92,166.881,0.932,1.377,0
77.483,65.395,63.325,24.838,2.289,24.838,73.493,2.64,-1.262,0
142.582,67.863,89.908,29.046,3.564,3.66,93.311,1.376,-1.412,1
112.406,68.283,44.073,2.477,1.868,2.477,57.009,1.772,-1.38,0
128.806,10.652,95.659,80.063,1.892,14.607,239.547,0.569,1.413,1
119.537,31.67,76.609,173.078,1.451,9.938,351.763,0.253,1.377,1
112.406,92.395,66.938,91.422,2.436,22.76,150.596,1.914,-1.287,0
62.866,37.392,43.121,71.3,1.467,24.746,119.797,0.954,0.853,0
224.94,5.188,137.766,62.905,3.328,29.637,118.399,1.085,1.156,0
145.272,43.929,100.53,43.042,3.143,6.877,265.664,0.544,0.893,1
93.845,70.292,75.962,181.778,1.245,2.598,362.339,5.471,0.212,0
106.811,71.534,90.644,55.17,2.4,28.034,122.082,3.37,-1.384,0
99.329,26.123,68.329,35.67,3.103,2.473,97.414,1.917,1.412,0
150.311,9.304,106.953,248.904,1.344,2.056,452.095,2.832,1.084,1
112.406,77.471,33.968,30.276,0.917,30.276,71.982,1.045,-1.266,0
146.843,79.88,95.5,18.546,2.834,18.546,93.934,2.125,-0.963,0
157.974,47.167,116.415,164.923,2.294,83.38,329.346,4.969,1.365,1
106.54,17.166,57.74,115.612,1.917,4.397,190.301,1.632,0.63,0
75.991,35.97,64.369,0.808,2.643,0.808,63.648,0.894,-1.413,0
94.943,68.077,70.471,26.695,3.427,26.695,54.273,1.439,0.805,1
112.406,75.489,20.488,33.765,0.763,0.67,88.037,1.532,-0.398,0
97.178,29.781,72.441,19.504,3.15,2.154,148.65,1.425,1.414,0
112.306,1.944,64.876,66.416,3.113,29.385,103.774,1.472,1.352,1
112.406,77.77,99.662,49.277,3.469,49.277,53.038,1.037,-1.111,0
257.173,70.937,218.69,2.45,4.543,2.45,63.131,1.83,-1.363,0
77.603,99.766,66.488,39.304,1.673,3.15,170.262,2.589,-1.248,0
124.025,8.224,85.87,75.561,2.382,0.898,144.358,1.465,1.234,1
131.013,84.193,75.91,29.862,3.088,29.862,76.324,2.042,-1.413,0
112.406,62.024,151.449,5.462,3.854,5.462,50.602,1.144,-1.376,0
166.032,105.185,114.496,1.277,3.562,1.277,85.463,3.055,-1.286,0
76.036,65.834,55.096,72.395,1.677,39.689,110.421,1.781,0.842,0
118.752,58.9,92.064,0.595,3.023,0.595,77.296,1.443,-1.389,0
120.906,19.29,86.594,90.548,2.012,2.165,170.17,1.039,1.408,1
118.735,23.135,84.603,40.54,2.62,1.348,127.618,1.348,-1.156,0
112.406,76.821,57.394,1.465,2.213,1.465,59.853,1.963,-1.347,0
91.947,41.724,64.714,23.429,3.05,23.429,63.693,1.433,-1.414,0
112.406,83.092,84.956,17.519,2.527,17.519,58.019,1.146,-1.398,0
151.041,77.093,103.555,160.298,1.633,64.499,414.319,0.704,1.054,1
188.652,92.061,116.033,1.142,3.236,1.142,111.417,1.732,-1.412,0
140.642,45.81,90.01,144.651,1.844,18.466,285.342,0.413,1.092,1
89.175,19.757,67.981,60.856,2.116,2.011,160.937,2.629,1.413,0
60.718,22.406,48.131,5.683,3.037,5.683,48.092,1.23,1.409,0
89.702,22.484,66.841,1.528,2.822,1.528,67.737,0.805,-1.409,1
144.286,15.985,91.879,1.002,2.87,1.002,100.188,0.449,-1.309,0
91.314,54.147,69.653,8.632,2.646,8.632,70.381,1.225,-1.413,0
118.94,5.6,80.772,41.191,2.498,41.191,84.972,0.98,0.612,0
112.406,76.277,57.791,1.815,2.045,1.815,58.56,1.526,-1.373,0
108.126,34.331,77.243,20.917,2.406,28.483,197.655,0.434,-1.371,0
118.808,71.386,69.138,35.513,3.139,30.352,105.937,1.028,-1.412,1
112.406,95.63,43.154,23.023,1.451,23.023,69.5,2.149,-1.405,0
91.045,8.065,49.596,213.314,0.962,53.091,354.868,1.792,0.547,1
143.008,64.479,96.734,34.063,3.209,34.063,84.564,1.396,-1.414,0
109.097,28.008,73.342,192.681,0.994,6.6,358.755,0.396,0.436,0
87.744,58.84,48.683,170.616,1.022,18.802,308.072,0.712,0.971,0
145.44,72.114,98.563,55.093,3.072,25.862,160.039,0.845,1.36,0
124.527,87.723,89.328,43.044,2.888,109.877,157.522,0.96,-1.403,1
75.152,29.273,58.097,108.288,1.235,4.95,206.014,2.361,0.457,0
125.471,89.877,89.545,23.77,2.844,23.77,93.72,1.927,-1.409,0
112.406,86.048,29.952,84.915,0.951,8.192,152.643,1.437,-0.346,0
30.903,4.832,18.359,88.381,0.718,41.857,231.246,1.534,0.808,0
120.5,13.625,75.352,47.725,3.144,39.992,138.531,1.282,1.402,1
73.315,40.378,51.579,163.53,1.072,83.509,279.211,3.792,1.408,0
112.406,110.6,79.458,32.341,2.71,32.341,89.865,2.656,-1.404,0
112.406,72.847,42.119,2.102,1.473,2.102,59.775,1.114,-1.412,0
126.098,60.082,96.238,44.775,2.65,21.221,146.624,2.814,-1.193,1
118.267,22.443,67.175,166.422,1.51,4.273,249.717,1.483,0.532,1
114.501,44.256,80.98,4.547,3.026,1.742,184.343,1.199,-1.375,1
119.112,51.99,87.504,29.159,3.099,3.19,112.367,0.923,-1.414,0
112.406,99.495,52.888,2.796,1.677,2.796,75.602,2.037,-1.331,0
133.334,1.721,93.683,57.032,2.423,3.318,141.663,0.878,0.93,1
85.019,84.687,68.673,27.875,2.301,26.386,158.135,2.866,-1.409,0
122.566,5.242,61.36,151.157,1.837,27.888,307.285,1.717,1.072,1
206.302,15.388,140.728,90.742,2.625,0.905,213.278,1.23,1.252,0
99.409,53.067,62.152,3.807,3.164,3.807,61.601,1.626,-1.154,0
115.909,60.588,84.395,45.839,2.549,5.369,128.941,1.36,1.362,1
110.824,18.612,81.208,23.575,2.832,30.723,112.162,1.567,-1.397,1
89.321,30.943,56.509,134.094,1.283,10.402,215.743,0.665,1.285,1
172.54,4.953,102.335,61.578,2.556,37.547,159.467,0.313,1.204,1
110.613,10.719,81.025,1.422,3.009,1.422,80.591,0.787,-1.397,1
112.406,88.96,80.733,21.279,2.735,21.279,60.935,1.922,-1.398,0
114.716,46.719,91.935,22.827,2.576,22.827,92.084,1.211,-1.281,1
112.406,85.367,71.101,9.397,2.232,9.397,73.773,1.918,-1.396,0
201.253,87.896,174.931,34.939,3.396,3.492,108.619,2.392,-1.136,0
130.888,30.516,90.135,37.497,2.829,7.158,169.113,0.76,1.36,1
126.676,36.32,68.482,242.754,1.046,73.556,409.014,0.502,1.385,1
124.749,46.36,98.688,2.138,2.772,2.138,96.316,0.965,-1.413,0
152.083,42.013,110.962,23.083,3.752,23.083,62.56,0.721,-1.41,1
148.421,33.106,111.158,31.777,2.911,28.657,201.479,1.569,-1.406,1
135.709,95.515,72.487,0.784,2.95,0.784,81.861,2.73,-1.263,0
155.294,95.83,110.408,10.217,3.226,10.217,82.521,2.52,-1.097,0
120.642,4.443,64.804,191.133,1.263,27.031,322.176,0.41,1.412,1
90.014,34.665,63.644,46.424,1.802,0.341,130.591,0.514,-0.496,1
121.558,22.951,80.119,48.866,2.121,19.767,212.049,0.568,-0.189,0
112.406,79.424,53.66,84.709,2.975,48.367,231.666,1.066,-1.414,0
134.972,9.52,96.58,153.929,1.376,0.814,351.494,1.067,0.834,1
138.144,25.766,95.034,132.799,1.84,3.041,248.86,0.367,1.372,1
108.035,80.341,51.536,93.355,1.81,12.586,172.964,2.125,1.153,0
112.406,78.545,30.949,3.968,1.067,3.968,56.896,0.928,-1.402,0
77.319,39.429,57.526,28.472,2.326,25.57,115.004,2.167,-0.835,1
141.122,120.913,109.525,98.648,1.948,47.19,557.783,2.224,0.271,0
88.123,78.273,69.985,58.307,1.777,25.076,132.885,1.208,-0.388,0
116.737,2.615,81.797,120.322,1.697,42.418,211.532,1.753,1.049,1
130.001,22.61,86.432,58.359,2.497,3.817,182.404,0.448,1.411,1
128.143,41.96,67.094,93.998,2.191,3.383,181.74,0.894,1.41,1
97.577,18.292,71.221,21.265,2.983,21.265,66.796,1.288,1.412,0
112.406,90.506,132.493,90.266,3.697,3.737,181.062,2.106,1.414,0
94.661,33.651,72.374,33.806,2.345,3.142,115.625,1.879,-1.414,0
116.071,7.604,83.643,302.666,0.934,0.555,546.75,0.184,1.379,1
29.538,36.466,21.052,57.289,0.752,26.567,127.795,1.3,-0.083,0
87.567,9.932,56.327,70.424,1.955,31.785,170.413,1.273,1.229,1
145.017,99.559,84.01,13.181,3.0,40.655,113.166,2.708,-1.377,0
156.262,17.744,91.499,87.376,2.21,1.35,193.009,0.601,1.301,1
70.296,56.854,41.555,71.175,1.693,29.199,238.416,1.088,0.819,0
91.325,16.891,64.406,76.496,1.749,1.629,178.046,0.518,1.413,0
88.87,20.115,61.78,38.599,2.294,17.944,179.273,0.694,1.375,0
154.515,21.179,85.238,69.105,2.959,71.067,550.158,1.078,-1.237,0
112.406,84.045,34.361,2.566,1.144,2.566,59.809,1.3,-1.398,0
107.504,34.889,73.389,1.924,3.135,1.924,73.676,1.281,-1.413,0
90.127,34.116,71.105,29.478,2.368,29.478,74.922,0.671,-1.358,0
105.837,36.135,81.733,1.917,3.097,1.917,67.169,1.183,-1.412,0
95.742,28.908,59.952,95.762,1.768,35.954,138.175,1.384,1.389,0
155.983,49.307,96.587,110.207,3.401,39.794,246.595,2.888,1.407,1
188.75,124.37,149.177,22.934,2.665,22.934,151.564,1.196,-1.367,0
112.406,137.645,236.498,27.053,3.732,27.053,89.312,3.139,-1.272,0
140.683,32.281,96.632,27.637,3.026,8.886,105.349,0.902,-1.234,0
299.154,74.549,161.39,35.529,4.406,0.837,93.328,1.268,-0.964,0
96.306,1.081,61.874,105.76,1.447,1.865,295.731,0.459,1.033,0
105.248,20.014,82.217,74.668,2.003,32.024,209.171,2.565,-0.417,1
109.668,13.29,83.609,3.707,3.233,3.707,73.326,0.877,-1.414,1
94.889,11.406,68.041,24.708,2.414,7.548,178.071,1.03,-1.008,0
112.406,61.0,158.817,23.809,3.695,23.809,59.854,1.17,-1.258,0
140.741,20.476,66.519,123.355,1.972,35.457,174.407,0.965,1.274,0
112.406,137.436,84.844,47.589,1.733,5.231,171.563,3.08,-1.343,0
136.695,3.187,86.608,28.004,2.803,31.525,140.294,0.574,1.187,1
84.782,13.073,44.913,116.863,1.477,23.565,213.044,1.273,1.337,0
80.799,47.872,65.059,82.119,1.499,15.996,178.151,3.027,-1.414,0
112.406,65.417,35.376,14.233,1.692,14.233,47.415,1.291,-1.409,0
112.406,84.277,21.425,0.703,0.798,0.703,56.547,1.62,-1.371,0
90.198,11.46,62.982,77.186,1.61,1.825,162.88,0.633,0.567,0
107.314,86.968,73.504,3.357,2.654,3.357,81.061,2.129,-1.354,0
93.989,2.286,60.011,45.037,2.321,11.998,110.091,0.929,0.89,0
120.722,69.575,82.047,46.614,2.671,0.081,127.86,1.002,1.203,1
112.406,60.309,62.745,24.923,2.73,24.923,49.518,1.317,-1.413,0
112.406,63.01,49.202,1.689,2.032,1.689,54.745,1.437,-1.399,0
112.406,107.358,29.028,43.709,0.889,43.709,71.001,2.109,-0.865,0
112.406,56.247,45.051,0.533,1.872,0.533,54.315,1.067,-1.413,0
67.061,79.641,58.191,19.97,2.02,57.142,105.766,1.848,-1.412,0
76.42,6.951,35.678,270.371,0.587,58.63,441.838,0.672,1.251,0
95.914,1.227,68.431,1.796,3.165,1.796,67.675,0.756,1.414,1
112.406,67.335,46.254,1.838,1.878,1.838,55.97,1.614,-1.383,0
58.838,36.987,47.358,3.623,2.5,3.623,48.567,1.296,-1.412,0
93.664,29.878,63.039,0.854,3.104,0.854,62.9,1.196,-1.41,0
82.037,6.757,56.681,27.689,2.689,47.949,335.841,1.7,1.344,0
77.335,0.16,58.794,31.603,2.365,31.603,63.523,1.595,1.019,0
131.493,47.29,105.132,0.281,2.936,0.281,88.176,0.955,-1.414,1
89.986,4.819,61.021,38.741,2.177,40.861,138.792,0.827,0.673,1
112.406,84.649,64.311,21.671,2.225,21.671,67.608,1.204,-1.385,0
102.024,17.55,59.248,107.235,1.66,6.358,189.011,0.964,1.295,1
30.495,34.052,22.217,36.902,0.925,0.706,84.965,1.231,-0.501,0
112.839,44.053,73.543,543.974,0.527,19.864,870.313,3.352,1.224,1
104.243,23.207,78.903,104.112,1.864,2.716,210.989,3.294,1.383,1
144.746,4.102,92.287,31.035,2.741,0.307,132.202,0.411,0.34,1
87.988,44.843,39.381,117.049,1.435,2.451,201.122,0.889,1.282,0
138.909,32.338,111.499,93.078,1.999,52.995,154.159,1.808,-0.261,1
112.406,82.317,31.08,1.404,1.014,1.404,63.534,1.028,-1.412,0
185.406,47.321,148.344,97.193,2.817,43.75,159.361,3.486,-0.021,0
112.406,81.56,85.722,13.72,1.783,13.72,114.478,0.536,-1.334,0
118.246,1.152,70.498,162.185,1.406,2.57,257.206,0.617,0.839,1
112.474,13.796,63.013,54.544,2.821,80.66,91.636,1.088,-0.754,0
79.839,78.237,56.926,26.337,2.775,8.973,94.253,1.624,-1.15,0
112.406,75.807,55.8,6.455,1.798,6.455,68.056,1.095,-1.412,0
112.406,83.236,83.843,5.313,2.461,5.313,87.932,1.712,-1.366,0
102.974,1.546,71.349,47.239,2.987,52.993,283.05,2.231,1.154,0
112.406,92.674,139.418,1.652,3.271,1.652,87.899,1.852,-1.346,0
92.327,3.786,53.939,60.651,2.695,0.138,116.303,1.583,1.16,0
94.35,43.409,67.918,29.608,2.609,29.608,69.728,0.953,1.175,0
146.018,7.63,87.304,47.294,3.181,36.084,182.51,1.075,-1.336,1
112.406,71.85,78.97,0.655,2.541,0.655,74.692,1.459,-1.388,0
116.513,76.565,80.836,1.573,3.23,1.573,72.964,2.208,-1.342,0
95.255,28.694,68.909,25.351,2.625,25.351,68.767,1.272,-1.335,0
114.019,54.388,93.17,0.202,2.712,0.202,91.45,1.073,-1.413,1
79.491,54.478,63.674,67.513,1.864,67.513,86.59,2.864,-0.934,0
135.503,11.028,80.447,126.155,1.608,5.79,240.721,0.632,0.778,1
112.406,74.633,114.806,34.522,3.193,34.522,74.821,0.778,-1.405,0
112.406,118.847,142.177,85.516,3.314,6.012,198.441,4.214,-1.413,0
112.406,120.867,61.637,10.078,1.629,10.078,83.829,2.009,-1.397,0
92.638,66.328,76.868,69.854,1.692,22.35,153.114,1.519,-0.856,0
89.378,9.891,61.681,59.786,1.944,2.71,134.059,0.835,1.304,0
134.243,29.856,105.116,0.766,2.943,0.766,100.024,0.854,-1.409,1
138.822,11.443,96.263,30.736,3.247,3.501,109.662,1.302,1.395,1
112.406,54.938,67.12,24.543,2.25,24.543,60.027,1.226,-1.245,0
112.406,92.789,69.517,26.694,2.096,26.694,75.794,2.257,-1.41,0
135.086,52.239,50.964,394.534,0.697,73.367,540.399,0.777,1.357,1
154.072,74.78,78.285,19.379,3.253,19.379,81.302,2.853,-1.414,1
122.514,5.786,75.776,22.213,2.779,22.213,76.369,0.72,0.045,1
210.568,29.525,162.389,56.408,3.555,13.834,103.66,1.456,-0.028,0
146.151,59.803,88.044,4.411,3.346,4.411,72.63,1.897,-1.262,0
95.283,29.839,62.769,56.228,2.603,26.496,124.834,1.861,1.404,1
109.729,42.57,74.588,29.224,3.321,5.617,94.214,0.83,1.414,0
97.146,74.096,87.284,112.522,1.478,112.522,113.075,1.375,-0.084,0
152.193,2.224,84.822,109.088,2.074,20.001,277.659,0.913,0.956,1
348.707,74.809,242.097,118.054,3.082,65.431,336.306,0.353,-1.414,1
136.289,19.153,49.942,242.673,1.183,42.507,382.22,0.623,1.358,1
159.826,79.351,78.182,72.164,2.879,2.048,152.861,1.194,0.468,0
91.539,50.586,57.695,52.986,2.173,5.353,113.109,1.021,1.102,1
113.567,4.683,72.036,234.683,1.082,6.567,372.553,2.202,0.934,1
90.638,26.003,50.227,242.156,0.812,20.25,365.421,1.703,1.341,0
337.057,43.785,249.434,36.743,4.112,35.153,199.46,0.681,-1.21,0
158.677,82.611,89.079,59.654,2.569,22.304,172.584,2.76,1.271,0
112.665,45.564,63.35,249.709,0.999,0.465,439.66,1.627,1.403,1
147.213,10.025,85.641,31.27,2.516,22.848,151.369,0.432,0.076,1
336.551,40.746,224.741,166.781,2.79,13.277,331.188,1.606,0.239,0
83.702,54.335,68.936,48.097,1.866,1.069,113.787,1.618,-0.809,0
82.576,46.45,64.646,41.404,1.771,5.491,116.521,1.056,-1.352,0
112.406,72.651,82.702,23.027,2.816,23.027,59.928,1.098,-1.331,0
93.237,26.077,63.796,39.52,2.587,20.652,92.07,1.312,-0.952,0
120.315,58.484,78.934,35.563,2.754,35.563,80.86,0.799,-0.485,0
82.274,66.647,76.843,4.474,2.344,4.474,81.101,1.176,-1.414,0
123.834,46.337,57.513,267.3,0.916,23.168,386.573,0.663,1.394,1
147.589,13.347,111.857,23.19,2.723,23.19,111.999,0.734,-1.174,1
117.16,101.171,80.305,1.326,2.978,1.326,84.729,2.811,-1.248,0
80.361,69.489,59.337,4.528,2.756,4.528,63.899,2.175,-1.23,0
81.772,29.754,57.083,14.057,2.985,5.147,163.962,0.833,-1.218,0
119.871,7.176,80.023,63.926,3.168,4.172,129.247,2.36,1.282,1
112.406,74.867,135.824,4.113,3.203,4.113,79.473,1.263,-1.393,0
140.405,36.678,98.029,2.702,3.236,2.702,89.097,1.13,-1.414,1
100.48,70.507,74.691,33.627,2.449,12.614,273.353,1.097,-0.941,1
174.907,38.88,110.062,17.454,3.323,17.454,95.153,1.504,-1.414,1
89.98,59.887,70.899,5.166,2.685,5.166,68.074,1.714,-1.359,0
121.355,44.199,91.017,14.354,3.054,1.024,162.908,0.714,-1.412,0
148.667,76.275,98.86,3.481,2.998,3.481,97.221,1.519,-1.374,0
112.406,89.554,39.716,37.652,1.625,37.652,54.048,1.5,-1.408,0
104.022,9.013,71.735,41.304,2.987,28.585,103.486,1.851,-0.919,0
125.404,7.031,84.2,40.177,2.803,3.589,114.084,1.068,1.262,0
89.564,10.786,65.372,33.243,2.306,1.725,101.89,0.974,1.412,1
129.765,21.575,79.383,130.637,1.675,15.658,246.089,0.995,1.33,1
124.884,63.801,62.553,41.277,3.181,1.851,92.595,1.162,1.395,0
128.29,90.124,90.931,97.847,1.709,0.462,222.614,1.422,0.616,1
123.967,19.721,70.65,130.095,1.695,23.92,331.509,0.909,1.382,1
124.682,22.342,88.831,24.918,3.168,24.918,69.148,0.712,1.413,1
129.5,69.643,81.057,4.34,3.117,4.34,82.174,1.691,-1.407,1
115.539,50.054,77.689,1.536,3.434,1.536,58.982,1.79,-1.302,0
147.341,52.296,92.689,5.858,3.631,5.858,65.57,1.678,1.414,1
136.455,52.759,104.089,31.957,3.822,0.975,91.7,1.659,-1.414,0
108.749,83.742,79.258,38.147,3.234,68.007,353.077,1.401,-1.399,0
121.778,136.468,111.866,82.834,1.88,4.949,268.141,3.826,-1.413,0
71.297,42.001,29.585,361.293,0.507,21.265,494.301,0.334,1.053,0
91.865,74.731,71.894,18.929,3.14,18.929,72.396,1.469,1.409,0
132.554,39.211,99.974,109.278,2.066,22.943,263.083,2.823,1.404,1
136.722,51.204,92.061,36.19,2.954,1.441,111.369,0.961,1.278,1
106.532,53.826,79.871,28.157,3.121,3.019,112.417,1.896,-1.414,1
108.227,15.528,66.817,135.648,1.669,68.203,160.201,1.917,0.651,0
107.656,69.182,84.141,25.684,3.382,25.684,64.449,1.331,1.325,0
111.634,4.527,88.131,65.588,3.3,29.39,135.59,3.201,-1.414,1
31.451,69.67,29.785,28.349,0.901,28.349,68.64,1.206,-1.304,0
50.979,68.399,38.923,64.099,1.212,53.431,271.942,1.607,-0.079,0
65.063,90.269,50.94,39.21,1.616,5.402,226.966,2.723,-0.656,0
75.635,67.447,56.207,21.604,2.978,21.604,57.607,1.518,0.191,0
149.329,10.471,107.679,64.801,2.195,48.086,272.359,0.499,-0.188,1
112.406,81.978,53.126,2.253,1.733,2.253,57.137,1.342,-1.375,0
192.171,50.164,64.168,78.34,2.957,0.862,144.132,1.671,1.412,0
396.258,122.099,220.419,103.553,2.939,37.619,295.362,1.89,1.406,0
127.398,48.854,43.833,199.552,1.373,0.857,261.324,1.132,0.85,1
145.044,72.109,114.451,7.16,2.688,7.16,116.421,1.109,-1.404,0
122.682,2.144,77.836,7.901,3.07,7.901,81.259,0.491,1.326,1
51.976,51.183,48.122,2.26,2.119,2.26,54.011,1.203,-1.413,0
112.406,65.359,11.002,23.531,0.432,23.531,50.514,1.061,-0.306,0
131.18,103.198,106.215,38.545,2.409,5.384,156.558,2.44,-1.024,0
71.601,63.374,66.649,1.547,2.262,1.547,73.369,1.156,-1.408,0
273.381,107.479,239.915,39.606,3.753,1.777,147.509,2.929,-1.226,0
213.533,61.64,154.328,30.378,3.352,3.703,137.256,1.11,1.353,0
135.56,15.455,105.306,117.754,1.791,2.17,246.079,0.357,0.765,1
181.169,113.133,100.834,2.603,3.019,2.603,110.068,2.323,-1.312,0
234.622,2.568,128.318,0.377,3.225,0.377,132.986,0.361,-1.302,0
112.406,73.437,35.44,1.08,1.275,1.08,54.956,1.075,-1.414,0
108.005,8.837,59.12,118.932,2.364,2.932,199.184,2.539,1.156,1
139.983,26.276,105.344,28.874,2.59,31.97,151.122,1.071,-1.329,1
116.885,46.796,95.373,0.937,2.732,0.937,85.792,0.814,-1.406,1
151.315,24.695,111.398,119.399,1.748,69.013,316.868,0.864,0.403,0
112.406,76.829,92.143,6.639,2.214,6.639,102.812,0.758,-1.399,1
117.477,35.692,92.619,46.812,2.138,1.05,148.706,1.128,-1.376,0
145.039,71.899,96.337,75.544,2.361,4.774,368.555,2.151,1.38,0
127.156,58.469,69.74,38.591,3.119,2.17,95.092,0.994,1.384,1
84.136,70.086,66.252,150.024,0.986,49.273,438.993,0.458,0.06,0
97.639,2.118,63.869,13.526,2.979,13.526,65.086,1.446,-1.373,0
112.406,73.862,84.461,3.136,2.145,3.136,96.971,0.766,-1.405,0
171.017,98.006,84.555,73.605,3.011,3.398,153.113,1.047,1.406,0
137.975,6.469,69.593,114.974,2.368,2.83,217.67,1.443,0.847,1
112.406,82.128,83.467,0.951,2.592,0.951,66.772,1.782,-1.354,0
128.903,4.867,63.643,89.944,2.811,2.042,148.741,1.421,0.8,0
112.893,48.045,87.079,19.398,2.551,19.398,91.668,0.652,-1.414,0
73.978,83.887,60.211,55.582,1.551,13.694,124.257,2.074,-0.455,0
104.112,59.313,78.039,52.679,2.676,26.516,124.798,1.246,0.181,0
91.048,37.58,59.847,1.082,3.121,1.082,59.361,1.366,-1.388,0
112.406,88.256,114.74,4.148,2.409,4.148,121.624,1.084,-1.412,0
83.166,21.957,59.081,40.152,2.413,15.619,85.356,1.613,-0.473,0
63.878,61.588,58.767,6.788,1.992,6.788,69.567,1.015,-1.409,0
105.957,22.877,65.574,25.43,2.97,5.152,94.505,0.755,-1.397,0
73.639,69.614,68.361,22.594,1.954,22.594,75.359,1.217,-1.344,0
75.595,26.681,49.095,131.929,1.122,5.578,224.72,1.648,1.406,0
106.636,21.537,79.753,36.815,2.801,28.785,225.961,2.359,-1.412,0
70.077,90.407,59.325,83.565,1.029,42.999,170.48,1.403,-0.688,0
96.31,19.283,68.875,14.796,2.923,14.796,69.433,0.653,-1.385,0
86.205,20.008,51.857,46.471,2.651,16.965,80.89,1.165,1.387,0
112.406,69.38,84.698,1.725,2.725,1.725,66.016,1.565,-1.384,0
53.321,65.146,50.936,1.614,2.014,1.614,60.464,1.356,-1.396,0
129.401,8.464,90.044,162.16,1.89,175.613,623.083,3.472,1.1,1
101.48,38.48,83.244,24.644,2.809,24.644,63.589,1.713,-1.272,0
91.028,64.121,68.552,34.39,2.187,49.594,262.483,1.742,-0.359,0
116.503,11.09,52.059,138.439,1.743,1.536,203.152,1.082,1.179,1
82.692,70.512,67.547,2.927,2.678,2.927,62.224,1.91,-1.341,0
110.199,72.418,86.851,79.025,1.965,8.126,229.002,2.983,0.392,0
154.937,31.106,104.433,43.876,2.829,1.11,147.938,0.676,1.41,0
108.207,21.789,75.808,50.527,2.806,26.708,169.633,1.901,1.389,0
112.406,69.796,37.092,2.631,1.277,2.631,62.395,0.84,-1.412,0
144.832,47.229,102.312,2.036,3.051,2.036,101.308,1.166,-1.405,1
82.518,0.113,54.571,59.977,1.934,3.602,193.758,1.367,1.004,0
146.536,90.415,71.685,26.163,2.995,4.534,107.761,2.188,1.398,0
88.626,25.533,53.436,82.547,1.776,105.894,518.675,0.8,1.354,0
112.406,78.871,51.905,131.541,1.479,58.67,336.634,0.546,-0.439,0
58.244,60.334,51.216,35.165,1.618,3.059,89.837,1.189,-0.242,0
88.648,51.655,63.631,7.633,2.682,7.633,67.573,1.687,-1.32,0
46.76,50.349,34.134,79.783,1.115,3.664,136.785,1.642,0.051,0
138.951,23.654,105.139,29.104,3.149,29.104,103.961,1.016,1.414,1
96.729,35.899,62.778,113.297,1.516,73.52,310.642,1.111,1.414,0
78.28,19.203,54.066,25.25,2.891,25.25,47.538,1.302,1.412,0
126.969,9.584,65.384,189.256,1.286,1.223,309.771,0.652,1.212,1
95.237,1.907,59.681,24.962,2.764,24.962,60.164,0.866,0.752,0
112.406,144.351,65.734,126.394,2.971,67.449,318.621,1.5,-1.384,0
112.406,101.985,62.996,26.388,2.206,26.388,70.852,1.71,-1.25,0
104.803,59.139,53.076,32.256,3.118,1.69,83.377,1.117,1.396,0
78.018,61.546,67.81,27.862,2.471,22.281,89.694,1.163,-1.36,0
176.105,114.452,90.751,17.33,3.34,17.33,81.018,2.825,0.234,0
131.852,54.034,98.416,18.929,2.995,16.905,132.569,1.683,-1.413,1
112.406,73.562,51.384,0.82,1.868,0.82,64.963,1.457,-1.394,0
105.168,30.34,77.188,17.155,3.132,17.155,73.93,0.88,1.414,1
96.717,7.737,48.638,492.415,0.463,58.566,956.536,1.64,1.257,0
62.994,52.764,45.059,39.9,1.946,4.93,90.19,0.995,-0.188,0
93.002,51.996,73.355,1.23,2.889,1.23,68.275,1.445,-1.396,0
122.75,42.16,83.953,19.36,3.111,25.693,296.991,1.076,1.414,1
134.923,81.679,93.713,3.186,3.546,3.186,75.127,2.412,1.409,0
104.373,5.48,69.399,47.311,3.125,5.892,104.368,1.966,-0.244,0
84.443,18.425,65.562,84.861,1.465,16.235,241.25,1.853,0.083,0
99.099,20.37,71.244,31.655,2.79,4.7,105.512,1.765,1.413,0
120.795,100.354,95.768,61.086,3.098,91.673,285.633,3.332,-1.414,0
151.206,20.177,81.167,49.034,2.904,25.218,135.445,0.625,1.389,1
146.684,16.59,97.14,145.768,2.152,5.305,281.781,3.246,0.668,1
108.519,58.528,84.083,9.831,2.908,22.597,130.048,1.569,-1.414,0
108.042,21.013,79.778,57.328,2.267,9.319,119.982,0.8,1.31,1
141.318,43.748,102.174,27.426,3.395,27.426,52.079,1.346,-0.152,0
99.721,70.618,80.845,26.896,2.08,3.652,177.371,1.438,-1.413,0
84.381,54.149,53.44,165.981,1.183,9.109,319.2,3.162,1.371,1
135.923,2.924,85.826,77.09,2.074,41.214,139.457,0.701,1.076,0
116.45,52.042,110.459,18.815,3.515,18.815,49.66,1.396,-1.37,0
69.043,29.563,50.426,1.382,2.968,1.382,50.868,1.255,-1.398,0
22.659,41.778,17.627,46.23,0.59,46.23,59.919,0.84,-0.293,0
81.445,17.249,60.061,31.225,2.188,1.195,93.496,0.759,-1.383,1
112.406,83.809,54.924,22.099,2.188,22.099,60.943,1.698,-1.402,0
113.183,63.644,57.536,141.184,1.442,3.951,332.271,2.163,1.303,1
